ID,Imię,Nazwisko,Dział,Stanowisko,Wynagrodzenie,Premia,Waluta,Data wypłaty,Email,Telefon,Miasto,Kraj,Umowa,Staż lata,Godziny,Status,Ocena,Projekt,Opis
363,"Imię 363","Nazwisko 363",Logistyka,Specjalista,4800,900,PLN,2026-09-28,user363@example.com,+48100100363,Warszawa,Polska,UoP,4,163,Aktywny,4,"Projekt 363","Rozliczenie miesiąca dla użytkownika 363"
364,"Imię 364","Nazwisko 364",Sprzedaż,Pracownik,4900,0,PLN,2026-09-01,user364@example.com,+48100100364,Warszawa,Polska,UoP,5,164,Aktywny,5,"Projekt 364","Rozliczenie miesiąca dla użytkownika 364"
365,"Imię 365","Nazwisko 365",Logistyka,Pracownik,5000,150,PLN,2026-09-02,user365@example.com,+48100100365,Warszawa,Polska,UoP,6,165,Aktywny,1,"Projekt 365","Rozliczenie miesiąca dla użytkownika 365"
366,"Imię 366","Nazwisko 366",Sprzedaż,Specjalista,5100,300,PLN,2026-09-03,user366@example.com,+48100100366,Warszawa,Polska,UoP,7,166,Aktywny,2,"Projekt 366","Rozliczenie miesiąca dla użytkownika 366"
367,"Imię 367","Nazwisko 367",Logistyka,Pracownik,5200,450,PLN,2026-09-04,user367@example.com,+48100100367,Warszawa,Polska,UoP,8,167,Aktywny,3,"Projekt 367","Rozliczenie miesiąca dla użytkownika 367"
368,"Imię 368","Nazwisko 368",Sprzedaż,Pracownik,5300,600,PLN,2026-09-05,user368@example.com,+48100100368,Warszawa,Polska,UoP,9,168,Aktywny,4,"Projekt 368","Rozliczenie miesiąca dla użytkownika 368"
369,"Imię 369","Nazwisko 369",Logistyka,Specjalista,5400,750,PLN,2026-09-06,user369@example.com,+48100100369,Warszawa,Polska,UoP,10,169,Aktywny,5,"Projekt 369","Rozliczenie miesiąca dla użytkownika 369"
370,"Imię 370","Nazwisko 370",Sprzedaż,Pracownik,5500,900,PLN,2026-09-07,user370@example.com,+48100100370,Warszawa,Polska,UoP,11,170,Aktywny,1,"Projekt 370","Rozliczenie miesiąca dla użytkownika 370"
371,"Imię 371","Nazwisko 371",Logistyka,Pracownik,5600,0,PLN,2026-09-08,user371@example.com,+48100100371,Warszawa,Polska,UoP,12,171,Aktywny,2,"Projekt 371","Rozliczenie miesiąca dla użytkownika 371"
372,"Imię 372","Nazwisko 372",Sprzedaż,Specjalista,5700,150,PLN,2026-09-09,user372@example.com,+48100100372,Warszawa,Polska,UoP,1,172,Aktywny,3,"Projekt 372","Rozliczenie miesiąca dla użytkownika 372"
373,"Imię 373","Nazwisko 373",Logistyka,Pracownik,5800,300,PLN,2026-09-10,user373@example.com,+48100100373,Warszawa,Polska,UoP,2,173,Aktywny,4,"Projekt 373","Rozliczenie miesiąca dla użytkownika 373"
374,"Imię 374","Nazwisko 374",Sprzedaż,Pracownik,5900,450,PLN,2026-09-11,user374@example.com,+48100100374,Warszawa,Polska,UoP,3,174,Aktywny,5,"Projekt 374","Rozliczenie miesiąca dla użytkownika 374"
375,"Imię 375","Nazwisko 375",Logistyka,Specjalista,3500,600,PLN,2026-09-12,user375@example.com,+48100100375,Warszawa,Polska,UoP,4,175,Aktywny,1,"Projekt 375","Rozliczenie miesiąca dla użytkownika 375"
376,"Imię 376","Nazwisko 376",Sprzedaż,Pracownik,3600,750,PLN,2026-09-13,user376@example.com,+48100100376,Warszawa,Polska,UoP,5,176,Aktywny,2,"Projekt 376","Rozliczenie miesiąca dla użytkownika 376"
377,"Imię 377","Nazwisko 377",Logistyka,Pracownik,3700,900,PLN,2026-09-14,user377@example.com,+48100100377,Warszawa,Polska,UoP,6,177,Aktywny,3,"Projekt 377","Rozliczenie miesiąca dla użytkownika 377"
378,"Imię 378","Nazwisko 378",Sprzedaż,Specjalista,3800,0,PLN,2026-09-15,user378@example.com,+48100100378,Warszawa,Polska,UoP,7,178,Aktywny,4,"Projekt 378","Rozliczenie miesiąca dla użytkownika 378"
379,"Imię 379","Nazwisko 379",Logistyka,Pracownik,3900,150,PLN,2026-09-16,user379@example.com,+48100100379,Warszawa,Polska,UoP,8,179,Aktywny,5,"Projekt 379","Rozliczenie miesiąca dla użytkownika 379"
380,"Imię 380","Nazwisko 380",Sprzedaż,Pracownik,4000,300,PLN,2026-09-17,user380@example.com,+48100100380,Warszawa,Polska,UoP,9,180,Aktywny,1,"Projekt 380","Rozliczenie miesiąca dla użytkownika 380"
381,"Imię 381","Nazwisko 381",Logistyka,Specjalista,4100,450,PLN,2026-09-18,user381@example.com,+48100100381,Warszawa,Polska,UoP,10,181,Aktywny,2,"Projekt 381","Rozliczenie miesiąca dla użytkownika 381"
382,"Imię 382","Nazwisko 382",Sprzedaż,Pracownik,4200,600,PLN,2026-09-19,user382@example.com,+48100100382,Warszawa,Polska,UoP,11,182,Aktywny,3,"Projekt 382","Rozliczenie miesiąca dla użytkownika 382"
383,"Imię 383","Nazwisko 383",Logistyka,Pracownik,4300,750,PLN,2026-09-20,user383@example.com,+48100100383,Warszawa,Polska,UoP,12,183,Aktywny,4,"Projekt 383","Rozliczenie miesiąca dla użytkownika 383"
384,"Imię 384","Nazwisko 384",Sprzedaż,Specjalista,4400,900,PLN,2026-09-21,user384@example.com,+48100100384,Warszawa,Polska,UoP,1,184,Aktywny,5,"Projekt 384","Rozliczenie miesiąca dla użytkownika 384"
385,"Imię 385","Nazwisko 385",Logistyka,Pracownik,4500,0,PLN,2026-09-22,user385@example.com,+48100100385,Warszawa,Polska,UoP,2,185,Aktywny,1,"Projekt 385","Rozliczenie miesiąca dla użytkownika 385"
386,"Imię 386","Nazwisko 386",Sprzedaż,Pracownik,4600,150,PLN,2026-09-23,user386@example.com,+48100100386,Warszawa,Polska,UoP,3,186,Aktywny,2,"Projekt 386","Rozliczenie miesiąca dla użytkownika 386"
387,"Imię 387","Nazwisko 387",Logistyka,Specjalista,4700,300,PLN,2026-09-24,user387@example.com,+48100100387,Warszawa,Polska,UoP,4,187,Aktywny,3,"Projekt 387","Rozliczenie miesiąca dla użytkownika 387"
388,"Imię 388","Nazwisko 388",Sprzedaż,Pracownik,4800,450,PLN,2026-09-25,user388@example.com,+48100100388,Warszawa,Polska,UoP,5,188,Aktywny,4,"Projekt 388","Rozliczenie miesiąca dla użytkownika 388"
389,"Imię 389","Nazwisko 389",Logistyka,Pracownik,4900,600,PLN,2026-09-26,user389@example.com,+48100100389,Warszawa,Polska,UoP,6,189,Aktywny,5,"Projekt 389","Rozliczenie miesiąca dla użytkownika 389"
390,"Imię 390","Nazwisko 390",Sprzedaż,Specjalista,5000,750,PLN,2026-09-27,user390@example.com,+48100100390,Warszawa,Polska,UoP,7,190,Aktywny,1,"Projekt 390","Rozliczenie miesiąca dla użytkownika 390"
391,"Imię 391","Nazwisko 391",Logistyka,Pracownik,5100,900,PLN,2026-09-28,user391@example.com,+48100100391,Warszawa,Polska,UoP,8,191,Aktywny,2,"Projekt 391","Rozliczenie miesiąca dla użytkownika 391"
392,"Imię 392","Nazwisko 392",Sprzedaż,Pracownik,5200,0,PLN,2026-09-01,user392@example.com,+48100100392,Warszawa,Polska,UoP,9,192,Aktywny,3,"Projekt 392","Rozliczenie miesiąca dla użytkownika 392"
393,"Imię 393","Nazwisko 393",Logistyka,Specjalista,5300,150,PLN,2026-09-02,user393@example.com,+48100100393,Warszawa,Polska,UoP,10,193,Aktywny,4,"Projekt 393","Rozliczenie miesiąca dla użytkownika 393"
394,"Imię 394","Nazwisko 394",Sprzedaż,Pracownik,5400,300,PLN,2026-09-03,user394@example.com,+48100100394,Warszawa,Polska,UoP,11,194,Aktywny,5,"Projekt 394","Rozliczenie miesiąca dla użytkownika 394"
395,"Imię 395","Nazwisko 395",Logistyka,Pracownik,5500,450,PLN,2026-09-04,user395@example.com,+48100100395,Warszawa,Polska,UoP,12,195,Aktywny,1,"Projekt 395","Rozliczenie miesiąca dla użytkownika 395"
396,"Imię 396","Nazwisko 396",Sprzedaż,Specjalista,5600,600,PLN,2026-09-05,user396@example.com,+48100100396,Warszawa,Polska,UoP,1,196,Aktywny,2,"Projekt 396","Rozliczenie miesiąca dla użytkownika 396"
397,"Imię 397","Nazwisko 397",Logistyka,Pracownik,5700,750,PLN,2026-09-06,user397@example.com,+48100100397,Warszawa,Polska,UoP,2,197,Aktywny,3,"Projekt 397","Rozliczenie miesiąca dla użytkownika 397"
398,"Imię 398","Nazwisko 398",Sprzedaż,Pracownik,5800,900,PLN,2026-09-07,user398@example.com,+48100100398,Warszawa,Polska,UoP,3,198,Aktywny,4,"Projekt 398","Rozliczenie miesiąca dla użytkownika 398"
399,"Imię 399","Nazwisko 399",Logistyka,Specjalista,5900,0,PLN,2026-09-08,user399@example.com,+48100100399,Warszawa,Polska,UoP,4,199,Aktywny,5,"Projekt 399","Rozliczenie miesiąca dla użytkownika 399"
400,"Imię 400","Nazwisko 400",Sprzedaż,Pracownik,3500,150,PLN,2026-09-09,user400@example.com,+48100100400,Warszawa,Polska,UoP,5,160,Aktywny,1,"Projekt 400","Rozliczenie miesiąca dla użytkownika 400"
401,"Imię 401","Nazwisko 401",Logistyka,Pracownik,3600,300,PLN,2026-09-10,user401@example.com,+48100100401,Warszawa,Polska,UoP,6,161,Aktywny,2,"Projekt 401","Rozliczenie miesiąca dla użytkownika 401"
402,"Imię 402","Nazwisko 402",Sprzedaż,Specjalista,3700,450,PLN,2026-09-11,user402@example.com,+48100100402,Warszawa,Polska,UoP,7,162,Aktywny,3,"Projekt 402","Rozliczenie miesiąca dla użytkownika 402"
403,"Imię 403","Nazwisko 403",Logistyka,Pracownik,3800,600,PLN,2026-09-12,user403@example.com,+48100100403,Warszawa,Polska,UoP,8,163,Aktywny,4,"Projekt 403","Rozliczenie miesiąca dla użytkownika 403"
404,"Imię 404","Nazwisko 404",Sprzedaż,Pracownik,3900,750,PLN,2026-09-13,user404@example.com,+48100100404,Warszawa,Polska,UoP,9,164,Aktywny,5,"Projekt 404","Rozliczenie miesiąca dla użytkownika 404"
405,"Imię 405","Nazwisko 405",Logistyka,Specjalista,4000,900,PLN,2026-09-14,user405@example.com,+48100100405,Warszawa,Polska,UoP,10,165,Aktywny,1,"Projekt 405","Rozliczenie miesiąca dla użytkownika 405"
406,"Imię 406","Nazwisko 406",Sprzedaż,Pracownik,4100,0,PLN,2026-09-15,user406@example.com,+48100100406,Warszawa,Polska,UoP,11,166,Aktywny,2,"Projekt 406","Rozliczenie miesiąca dla użytkownika 406"
407,"Imię 407","Nazwisko 407",Logistyka,Pracownik,4200,150,PLN,2026-09-16,user407@example.com,+48100100407,Warszawa,Polska,UoP,12,167,Aktywny,3,"Projekt 407","Rozliczenie miesiąca dla użytkownika 407"
408,"Imię 408","Nazwisko 408",Sprzedaż,Specjalista,4300,300,PLN,2026-09-17,user408@example.com,+48100100408,Warszawa,Polska,UoP,1,168,Aktywny,4,"Projekt 408","Rozliczenie miesiąca dla użytkownika 408"
409,"Imię 409","Nazwisko 409",Logistyka,Pracownik,4400,450,PLN,2026-09-18,user409@example.com,+48100100409,Warszawa,Polska,UoP,2,169,Aktywny,5,"Projekt 409","Rozliczenie miesiąca dla użytkownika 409"
410,"Imię 410","Nazwisko 410",Sprzedaż,Pracownik,4500,600,PLN,2026-09-19,user410@example.com,+48100100410,Warszawa,Polska,UoP,3,170,Aktywny,1,"Projekt 410","Rozliczenie miesiąca dla użytkownika 410"
411,"Imię 411","Nazwisko 411",Logistyka,Specjalista,4600,750,PLN,2026-09-20,user411@example.com,+48100100411,Warszawa,Polska,UoP,4,171,Aktywny,2,"Projekt 411","Rozliczenie miesiąca dla użytkownika 411"
412,"Imię 412","Nazwisko 412",Sprzedaż,Pracownik,4700,900,PLN,2026-09-21,user412@example.com,+48100100412,Warszawa,Polska,UoP,5,172,Aktywny,3,"Projekt 412","Rozliczenie miesiąca dla użytkownika 412"
413,"Imię 413","Nazwisko 413",Logistyka,Pracownik,4800,0,PLN,2026-09-22,user413@example.com,+48100100413,Warszawa,Polska,UoP,6,173,Aktywny,4,"Projekt 413","Rozliczenie miesiąca dla użytkownika 413"
414,"Imię 414","Nazwisko 414",Sprzedaż,Specjalista,4900,150,PLN,2026-09-23,user414@example.com,+48100100414,Warszawa,Polska,UoP,7,174,Aktywny,5,"Projekt 414","Rozliczenie miesiąca dla użytkownika 414"
415,"Imię 415","Nazwisko 415",Logistyka,Pracownik,5000,300,PLN,2026-09-24,user415@example.com,+48100100415,Warszawa,Polska,UoP,8,175,Aktywny,1,"Projekt 415","Rozliczenie miesiąca dla użytkownika 415"
416,"Imię 416","Nazwisko 416",Sprzedaż,Pracownik,5100,450,PLN,2026-09-25,user416@example.com,+48100100416,Warszawa,Polska,UoP,9,176,Aktywny,2,"Projekt 416","Rozliczenie miesiąca dla użytkownika 416"
417,"Imię 417","Nazwisko 417",Logistyka,Specjalista,5200,600,PLN,2026-09-26,user417@example.com,+48100100417,Warszawa,Polska,UoP,10,177,Aktywny,3,"Projekt 417","Rozliczenie miesiąca dla użytkownika 417"
418,"Imię 418","Nazwisko 418",Sprzedaż,Pracownik,5300,750,PLN,2026-09-27,user418@example.com,+48100100418,Warszawa,Polska,UoP,11,178,Aktywny,4,"Projekt 418","Rozliczenie miesiąca dla użytkownika 418"
419,"Imię 419","Nazwisko 419",Logistyka,Pracownik,5400,900,PLN,2026-09-28,user419@example.com,+48100100419,Warszawa,Polska,UoP,12,179,Aktywny,5,"Projekt 419","Rozliczenie miesiąca dla użytkownika 419"
420,"Imię 420","Nazwisko 420",Sprzedaż,Specjalista,5500,0,PLN,2026-09-01,user420@example.com,+48100100420,Warszawa,Polska,UoP,1,180,Aktywny,1,"Projekt 420","Rozliczenie miesiąca dla użytkownika 420"
421,"Imię 421","Nazwisko 421",Logistyka,Pracownik,5600,150,PLN,2026-09-02,user421@example.com,+48100100421,Warszawa,Polska,UoP,2,181,Aktywny,2,"Projekt 421","Rozliczenie miesiąca dla użytkownika 421"
422,"Imię 422","Nazwisko 422",Sprzedaż,Pracownik,5700,300,PLN,2026-09-03,user422@example.com,+48100100422,Warszawa,Polska,UoP,3,182,Aktywny,3,"Projekt 422","Rozliczenie miesiąca dla użytkownika 422"
423,"Imię 423","Nazwisko 423",Logistyka,Specjalista,5800,450,PLN,2026-09-04,user423@example.com,+48100100423,Warszawa,Polska,UoP,4,183,Aktywny,4,"Projekt 423","Rozliczenie miesiąca dla użytkownika 423"
424,"Imię 424","Nazwisko 424",Sprzedaż,Pracownik,5900,600,PLN,2026-09-05,user424@example.com,+48100100424,Warszawa,Polska,UoP,5,184,Aktywny,5,"Projekt 424","Rozliczenie miesiąca dla użytkownika 424"
425,"Imię 425","Nazwisko 425",Logistyka,Pracownik,3500,750,PLN,2026-09-06,user425@example.com,+48100100425,Warszawa,Polska,UoP,6,185,Aktywny,1,"Projekt 425","Rozliczenie miesiąca dla użytkownika 425"
426,"Imię 426","Nazwisko 426",Sprzedaż,Specjalista,3600,900,PLN,2026-09-07,user426@example.com,+48100100426,Warszawa,Polska,UoP,7,186,Aktywny,2,"Projekt 426","Rozliczenie miesiąca dla użytkownika 426"
427,"Imię 427","Nazwisko 427",Logistyka,Pracownik,3700,0,PLN,2026-09-08,user427@example.com,+48100100427,Warszawa,Polska,UoP,8,187,Aktywny,3,"Projekt 427","Rozliczenie miesiąca dla użytkownika 427"
428,"Imię 428","Nazwisko 428",Sprzedaż,Pracownik,3800,150,PLN,2026-09-09,user428@example.com,+48100100428,Warszawa,Polska,UoP,9,188,Aktywny,4,"Projekt 428","Rozliczenie miesiąca dla użytkownika 428"
429,"Imię 429","Nazwisko 429",Logistyka,Specjalista,3900,300,PLN,2026-09-10,user429@example.com,+48100100429,Warszawa,Polska,UoP,10,189,Aktywny,5,"Projekt 429","Rozliczenie miesiąca dla użytkownika 429"
430,"Imię 430","Nazwisko 430",Sprzedaż,Pracownik,4000,450,PLN,2026-09-11,user430@example.com,+48100100430,Warszawa,Polska,UoP,11,190,Aktywny,1,"Projekt 430","Rozliczenie miesiąca dla użytkownika 430"
431,"Imię 431","Nazwisko 431",Logistyka,Pracownik,4100,600,PLN,2026-09-12,user431@example.com,+48100100431,Warszawa,Polska,UoP,12,191,Aktywny,2,"Projekt 431","Rozliczenie miesiąca dla użytkownika 431"
432,"Imię 432","Nazwisko 432",Sprzedaż,Specjalista,4200,750,PLN,2026-09-13,user432@example.com,+48100100432,Warszawa,Polska,UoP,1,192,Aktywny,3,"Projekt 432","Rozliczenie miesiąca dla użytkownika 432"
433,"Imię 433","Nazwisko 433",Logistyka,Pracownik,4300,900,PLN,2026-09-14,user433@example.com,+48100100433,Warszawa,Polska,UoP,2,193,Aktywny,4,"Projekt 433","Rozliczenie miesiąca dla użytkownika 433"
434,"Imię 434","Nazwisko 434",Sprzedaż,Pracownik,4400,0,PLN,2026-09-15,user434@example.com,+48100100434,Warszawa,Polska,UoP,3,194,Aktywny,5,"Projekt 434","Rozliczenie miesiąca dla użytkownika 434"
435,"Imię 435","Nazwisko 435",Logistyka,Specjalista,4500,150,PLN,2026-09-16,user435@example.com,+48100100435,Warszawa,Polska,UoP,4,195,Aktywny,1,"Projekt 435","Rozliczenie miesiąca dla użytkownika 435"
436,"Imię 436","Nazwisko 436",Sprzedaż,Pracownik,4600,300,PLN,2026-09-17,user436@example.com,+48100100436,Warszawa,Polska,UoP,5,196,Aktywny,2,"Projekt 436","Rozliczenie miesiąca dla użytkownika 436"
437,"Imię 437","Nazwisko 437",Logistyka,Pracownik,4700,450,PLN,2026-09-18,user437@example.com,+48100100437,Warszawa,Polska,UoP,6,197,Aktywny,3,"Projekt 437","Rozliczenie miesiąca dla użytkownika 437"
438,"Imię 438","Nazwisko 438",Sprzedaż,Specjalista,4800,600,PLN,2026-09-19,user438@example.com,+48100100438,Warszawa,Polska,UoP,7,198,Aktywny,4,"Projekt 438","Rozliczenie miesiąca dla użytkownika 438"
439,"Imię 439","Nazwisko 439",Logistyka,Pracownik,4900,750,PLN,2026-09-20,user439@example.com,+48100100439,Warszawa,Polska,UoP,8,199,Aktywny,5,"Projekt 439","Rozliczenie miesiąca dla użytkownika 439"
440,"Imię 440","Nazwisko 440",Sprzedaż,Pracownik,5000,900,PLN,2026-09-21,user440@example.com,+48100100440,Warszawa,Polska,UoP,9,160,Aktywny,1,"Projekt 440","Rozliczenie miesiąca dla użytkownika 440"
441,"Imię 441","Nazwisko 441",Logistyka,Specjalista,5100,0,PLN,2026-09-22,user441@example.com,+48100100441,Warszawa,Polska,UoP,10,161,Aktywny,2,"Projekt 441","Rozliczenie miesiąca dla użytkownika 441"
442,"Imię 442","Nazwisko 442",Sprzedaż,Pracownik,5200,150,PLN,2026-09-23,user442@example.com,+48100100442,Warszawa,Polska,UoP,11,162,Aktywny,3,"Projekt 442","Rozliczenie miesiąca dla użytkownika 442"
443,"Imię 443","Nazwisko 443",Logistyka,Pracownik,5300,300,PLN,2026-09-24,user443@example.com,+48100100443,Warszawa,Polska,UoP,12,163,Aktywny,4,"Projekt 443","Rozliczenie miesiąca dla użytkownika 443"
444,"Imię 444","Nazwisko 444",Sprzedaż,Specjalista,5400,450,PLN,2026-09-25,user444@example.com,+48100100444,Warszawa,Polska,UoP,1,164,Aktywny,5,"Projekt 444","Rozliczenie miesiąca dla użytkownika 444"
445,"Imię 445","Nazwisko 445",Logistyka,Pracownik,5500,600,PLN,2026-09-26,user445@example.com,+48100100445,Warszawa,Polska,UoP,2,165,Aktywny,1,"Projekt 445","Rozliczenie miesiąca dla użytkownika 445"
446,"Imię 446","Nazwisko 446",Sprzedaż,Pracownik,5600,750,PLN,2026-09-27,user446@example.com,+48100100446,Warszawa,Polska,UoP,3,166,Aktywny,2,"Projekt 446","Rozliczenie miesiąca dla użytkownika 446"
447,"Imię 447","Nazwisko 447",Logistyka,Specjalista,5700,900,PLN,2026-09-28,user447@example.com,+48100100447,Warszawa,Polska,UoP,4,167,Aktywny,3,"Projekt 447","Rozliczenie miesiąca dla użytkownika 447"
448,"Imię 448","Nazwisko 448",Sprzedaż,Pracownik,5800,0,PLN,2026-09-01,user448@example.com,+48100100448,Warszawa,Polska,UoP,5,168,Aktywny,4,"Projekt 448","Rozliczenie miesiąca dla użytkownika 448"
449,"Imię 449","Nazwisko 449",Logistyka,Pracownik,5900,150,PLN,2026-09-02,user449@example.com,+48100100449,Warszawa,Polska,UoP,6,169,Aktywny,5,"Projekt 449","Rozliczenie miesiąca dla użytkownika 449"
450,"Imię 450","Nazwisko 450",Sprzedaż,Specjalista,3500,300,PLN,2026-09-03,user450@example.com,+48100100450,Warszawa,Polska,UoP,7,170,Aktywny,1,"Projekt 450","Rozliczenie miesiąca dla użytkownika 450"
451,"Imię 451","Nazwisko 451",Logistyka,Pracownik,3600,450,PLN,2026-09-04,user451@example.com,+48100100451,Warszawa,Polska,UoP,8,171,Aktywny,2,"Projekt 451","Rozliczenie miesiąca dla użytkownika 451"
452,"Imię 452","Nazwisko 452",Sprzedaż,Pracownik,3700,600,PLN,2026-09-05,user452@example.com,+48100100452,Warszawa,Polska,UoP,9,172,Aktywny,3,"Projekt 452","Rozliczenie miesiąca dla użytkownika 452"
453,"Imię 453","Nazwisko 453",Logistyka,Specjalista,3800,750,PLN,2026-09-06,user453@example.com,+48100100453,Warszawa,Polska,UoP,10,173,Aktywny,4,"Projekt 453","Rozliczenie miesiąca dla użytkownika 453"
454,"Imię 454","Nazwisko 454",Sprzedaż,Pracownik,3900,900,PLN,2026-09-07,user454@example.com,+48100100454,Warszawa,Polska,UoP,11,174,Aktywny,5,"Projekt 454","Rozliczenie miesiąca dla użytkownika 454"
455,"Imię 455","Nazwisko 455",Logistyka,Pracownik,4000,0,PLN,2026-09-08,user455@example.com,+48100100455,Warszawa,Polska,UoP,12,175,Aktywny,1,"Projekt 455","Rozliczenie miesiąca dla użytkownika 455"
456,"Imię 456","Nazwisko 456",Sprzedaż,Specjalista,4100,150,PLN,2026-09-09,user456@example.com,+48100100456,Warszawa,Polska,UoP,1,176,Aktywny,2,"Projekt 456","Rozliczenie miesiąca dla użytkownika 456"
457,"Imię 457","Nazwisko 457",Logistyka,Pracownik,4200,300,PLN,2026-09-10,user457@example.com,+48100100457,Warszawa,Polska,UoP,2,177,Aktywny,3,"Projekt 457","Rozliczenie miesiąca dla użytkownika 457"
458,"Imię 458","Nazwisko 458",Sprzedaż,Pracownik,4300,450,PLN,2026-09-11,user458@example.com,+48100100458,Warszawa,Polska,UoP,3,178,Aktywny,4,"Projekt 458","Rozliczenie miesiąca dla użytkownika 458"
459,"Imię 459","Nazwisko 459",Logistyka,Specjalista,4400,600,PLN,2026-09-12,user459@example.com,+48100100459,Warszawa,Polska,UoP,4,179,Aktywny,5,"Projekt 459","Rozliczenie miesiąca dla użytkownika 459"
460,"Imię 460","Nazwisko 460",Sprzedaż,Pracownik,4500,750,PLN,2026-09-13,user460@example.com,+48100100460,Warszawa,Polska,UoP,5,180,Aktywny,1,"Projekt 460","Rozliczenie miesiąca dla użytkownika 460"
461,"Imię 461","Nazwisko 461",Logistyka,Pracownik,4600,900,PLN,2026-09-14,user461@example.com,+48100100461,Warszawa,Polska,UoP,6,181,Aktywny,2,"Projekt 461","Rozliczenie miesiąca dla użytkownika 461"
462,"Imię 462","Nazwisko 462",Sprzedaż,Specjalista,4700,0,PLN,2026-09-15,user462@example.com,+48100100462,Warszawa,Polska,UoP,7,182,Aktywny,3,"Projekt 462","Rozliczenie miesiąca dla użytkownika 462"
463,"Imię 463","Nazwisko 463",Logistyka,Pracownik,4800,150,PLN,2026-09-16,user463@example.com,+48100100463,Warszawa,Polska,UoP,8,183,Aktywny,4,"Projekt 463","Rozliczenie miesiąca dla użytkownika 463"
464,"Imię 464","Nazwisko 464",Sprzedaż,Pracownik,4900,300,PLN,2026-09-17,user464@example.com,+48100100464,Warszawa,Polska,UoP,9,184,Aktywny,5,"Projekt 464","Rozliczenie miesiąca dla użytkownika 464"
465,"Imię 465","Nazwisko 465",Logistyka,Specjalista,5000,450,PLN,2026-09-18,user465@example.com,+48100100465,Warszawa,Polska,UoP,10,185,Aktywny,1,"Projekt 465","Rozliczenie miesiąca dla użytkownika 465"
